Pno,Confound,Other,GuiltMoreLikely,GuiltLessLikely,NoInformation_Evidence,InnocentUntilProvenGuilty
81,No,No,No,No,No,No
82,No,No,No,No,No,Yes
83,No,No,No,No,No,No
84,No,No,No,No,No,Yes
85,No,No,No,No,No,Yes
86,No,No,No,No,No,Yes
87,No,No,No,No,No,Yes
88,No,No,No,No,No,No
89,No,No,No,No,No,Yes
90,No,No,No,No,No,Yes
91,No,No,No,No,No,No
92,No,No,No,No,No,No
93,No,No,No,No,No,No
94,No,No,No,No,No,No
95,No,No,No,No,No,No
96,No,No,No,No,No,Yes
97,No,No,No,No,No,Yes
98,No,No,No,No,No,No
99,No,No,No,No,No,No
100,No,No,No,No,No,Yes
101,No,No,No,No,No,Yes
102,No,No,No,No,No,No
103,No,No,No,No,No,Yes
105,No,No,No,No,No,Yes
106,No,No,No,No,No,No
108,No,No,No,No,No,Yes
109,No,No,No,No,No,Yes
110,No,No,No,No,No,Yes
111,No,No,No,No,Yes,No
112,No,No,No,No,No,No
113,No,No,No,No,No,Yes
114,No,No,No,No,No,No
115,No,No,No,No,No,Yes
116,No,No,No,No,Yes,Yes
117,No,No,No,No,No,Yes
118,No,No,No,No,No,Yes
119,No,No,No,No,No,No
120,No,No,No,No,No,No
121,No,No,No,No,No,No
122,No,No,No,No,No,No
123,No,No,No,No,No,Yes
124,No,No,No,No,No,Yes
125,No,No,No,No,No,No
126,No,No,No,No,No,No
127,No,No,No,No,No,No
128,No,No,No,No,No,Yes
129,No,No,No,No,No,No
130,No,No,No,No,No,No
131,No,No,No,No,No,No
132,No,No,No,No,No,No
133,No,No,No,No,No,No
134,No,No,No,No,No,No
135,No,No,No,No,No,No
136,No,No,No,No,No,Yes
137,No,No,No,No,No,No
138,No,No,No,No,No,No
139,No,No,No,No,No,No
140,No,No,No,No,No,No
141,No,No,No,No,No,No
142,No,No,No,No,No,No
143,No,No,No,No,No,No
144,No,No,No,No,No,No
145,No,No,No,No,No,No
146,No,No,No,No,No,No
147,No,No,No,No,No,No
148,No,No,No,No,No,No
149,No,No,No,No,No,No
150,No,No,No,No,No,No
151,No,No,No,No,No,No
152,No,No,No,No,No,No
153,No,No,No,No,No,No
154,No,No,No,No,No,No
155,No,No,No,No,No,Yes
156,No,No,No,No,No,No
157,No,No,No,No,No,No
158,No,No,No,No,No,No
159,No,No,No,No,No,No
160,No,No,No,No,No,No
161,No,No,No,No,No,No
162,No,No,No,No,No,No
163,No,No,No,No,No,No
164,No,No,No,No,No,No
165,No,No,Yes,No,No,No
166,No,No,No,No,No,No
167,No,No,No,No,No,No
168,No,No,No,No,No,No
169,No,No,No,No,No,No
170,No,No,No,No,No,No
171,No,No,No,No,No,No
172,No,No,No,No,No,No
173,No,No,No,No,No,No
174,No,No,No,No,No,Yes
175,No,No,No,No,No,No
176,No,No,No,No,No,No
177,No,No,No,No,No,No
178,No,No,No,No,No,No
179,No,No,No,No,No,No
180,No,No,No,No,No,Yes
181,No,No,No,No,No,No
182,No,No,No,No,No,No
183,No,No,No,No,No,No
184,No,No,No,No,No,No
185,No,No,No,No,No,Yes
186,No,No,No,No,No,Yes
187,No,No,No,No,No,Yes
188,No,No,No,No,No,No
190,No,No,No,No,No,Yes
191,No,No,No,No,No,Yes
192,No,No,No,No,No,Yes
193,No,No,No,No,No,Yes
194,No,No,No,No,No,No
195,No,No,No,No,No,No
196,No,No,No,No,No,No
197,No,No,No,No,No,Yes
198,No,No,No,No,No,Yes
199,No,No,No,No,Yes,Yes
200,No,No,No,No,No,Yes
201,No,No,No,No,No,No
202,No,No,No,No,No,No
203,No,No,No,No,No,Yes
204,No,No,No,No,No,Yes
205,No,No,No,No,No,Yes
206,No,No,No,No,No,Yes
207,No,No,No,No,No,No
208,No,No,No,No,No,Yes
209,No,No,No,No,Yes,Yes
210,No,No,No,No,No,Yes
211,No,No,No,No,Yes,No
212,No,No,No,No,No,Yes
213,No,No,No,No,Yes,No
214,No,No,No,No,No,No
215,No,No,No,No,No,No
216,No,No,No,No,No,No
217,No,No,No,No,No,Yes
218,No,No,No,No,No,No
219,No,No,No,No,No,No
220,No,No,No,No,No,Yes
221,No,No,No,No,No,Yes
222,No,No,No,No,No,Yes
223,No,No,No,No,No,Yes
224,No,No,No,No,No,No
225,No,No,No,No,No,No
226,No,No,No,No,No,Yes
227,No,No,No,No,No,Yes
228,No,No,No,No,No,Yes
229,No,No,No,No,No,No
230,No,No,No,No,Yes,No
231,No,No,No,No,No,Yes
232,No,No,No,No,No,Yes
233,No,No,No,No,No,Yes
234,No,No,No,No,No,Yes
235,No,No,No,No,No,Yes
236,No,No,No,No,No,Yes
237,No,No,No,No,No,Yes
238,No,No,No,No,No,Yes
239,No,No,No,No,No,No
240,No,No,No,No,No,No
241,No,No,No,No,No,Yes
242,No,No,No,No,No,No
243,No,No,No,No,No,No
244,No,No,No,No,No,No
245,No,No,No,No,No,No
246,No,No,No,No,No,No
247,No,No,No,No,No,No
248,No,No,No,No,No,No
250,No,No,No,No,No,Yes
251,No,No,No,No,No,No
252,No,No,No,No,No,Yes
253,No,No,No,No,No,No
254,No,No,No,No,No,Yes
255,No,No,No,No,No,No
256,No,No,No,No,No,No
257,No,No,No,No,No,Yes
258,No,No,No,No,No,No
259,No,No,No,No,No,No
260,No,No,No,No,No,Yes
261,No,No,No,No,No,No
262,No,No,No,No,No,Yes
263,No,No,No,No,No,No
264,No,No,No,No,No,Yes
265,No,No,No,No,No,No
266,No,No,No,No,No,No
267,No,No,No,No,No,No
268,No,No,No,No,No,Yes
269,No,No,No,No,No,No
270,No,No,No,No,No,Yes
271,No,No,No,No,No,Yes
272,No,No,No,No,No,No
273,No,No,No,No,No,No
274,No,No,No,No,No,Yes
275,No,No,No,No,No,Yes
276,No,No,No,No,No,Yes
277,No,No,No,No,No,Yes
278,No,No,No,No,No,Yes
279,No,No,No,No,No,No
280,No,No,No,No,No,Yes
281,No,No,No,No,No,Yes
282,No,No,No,No,No,No
283,No,No,No,No,No,Yes
284,No,No,No,No,No,No
285,No,No,No,No,No,No
286,No,No,No,No,Yes,Yes
287,No,No,No,No,No,No
288,No,No,No,No,No,Yes
289,No,No,No,No,No,No
290,No,No,No,No,No,Yes
291,No,No,No,No,No,No
292,No,No,No,No,Yes,No
293,No,No,No,No,No,No
294,No,No,No,No,No,No
296,No,No,No,No,Yes,Yes
297,No,No,No,No,No,Yes
298,No,No,No,No,No,Yes
299,No,No,No,No,No,No
300,No,No,No,No,No,No
301,No,No,No,No,No,Yes
302,No,No,No,No,No,No
303,No,No,No,No,No,No
304,No,No,No,No,No,No
305,No,No,No,No,No,Yes
306,No,No,No,No,No,No
307,No,No,No,No,No,Yes
308,No,No,No,No,No,Yes
309,No,No,No,No,No,Yes
310,No,No,No,No,No,Yes
311,No,No,No,No,No,Yes
312,No,No,No,No,No,Yes
313,No,No,No,No,Yes,Yes
314,No,No,No,No,No,No
315,No,No,No,No,No,Yes
316,No,No,No,No,No,No
317,No,No,No,No,No,No
318,No,No,No,No,No,No
319,No,No,No,No,No,No
320,No,No,No,No,No,Yes
321,No,No,No,No,No,No
322,No,No,No,No,No,Yes
323,No,No,No,No,No,Yes
324,No,No,No,No,No,No
325,No,No,No,No,No,No
326,No,No,No,No,No,Yes
327,No,No,No,No,No,Yes
329,No,No,No,No,No,No
330,No,No,No,No,No,No
331,No,No,No,No,No,Yes
332,No,No,No,No,No,No
333,No,No,No,No,No,No
334,No,No,No,No,No,No
335,No,No,No,No,No,No
336,No,No,No,No,No,No
337,No,No,No,No,No,No
338,No,No,No,No,No,Yes
340,No,No,No,No,Yes,Yes
341,No,No,No,No,No,Yes
342,No,No,No,No,No,No
343,No,No,No,No,No,No
344,No,No,No,No,No,No
345,No,No,No,No,No,No
346,No,No,No,No,No,No
347,No,No,No,No,No,No
348,No,No,No,No,No,No
349,No,No,No,No,No,Yes
350,No,No,No,No,No,No
351,No,No,No,No,No,Yes
352,No,No,No,No,No,No
353,No,No,No,No,No,No
354,No,No,No,No,No,No
355,No,No,No,No,No,No
356,No,No,No,No,No,No
357,No,No,No,No,No,Yes
358,No,No,No,No,No,No
359,No,No,No,No,No,Yes
360,No,No,No,No,No,No
361,No,No,No,No,No,No
362,No,No,No,No,No,No
363,No,No,No,No,No,No
