Pno,GuiltMoreLikely,GuiltLessLikely,NoInformation_Evidence,InnocentUntilProvenGuilty,Confound,Other
119,No,No,No,No,No,No
120,No,No,No,No,No,No
121,No,No,No,No,Yes,No
122,No,No,No,Yes,Yes,No
123,No,No,No,No,No,Yes
124,No,No,No,No,No,No
125,No,No,No,Yes,No,No
126,No,No,No,No,No,Yes
127,No,No,No,No,No,Yes
128,No,No,No,No,No,No
129,No,No,No,No,No,Yes
130,No,No,No,Yes,No,No
131,No,No,No,No,No,Yes
132,No,No,No,No,No,No
133,No,No,No,No,No,Yes
134,No,No,No,No,No,No
135,No,No,No,No,No,No
136,No,No,No,No,No,No
137,No,No,No,No,No,Yes
138,No,No,No,No,No,No
139,No,No,No,No,No,No
140,No,No,No,Yes,No,No
141,No,No,No,Yes,No,No
142,No,No,No,Yes,No,No
143,No,No,No,No,No,No
144,No,No,No,Yes,No,No
145,No,No,No,Yes,No,No
146,No,No,No,No,No,No
147,No,No,No,No,No,No
148,No,No,No,No,No,No
149,No,No,No,No,No,No
150,No,No,No,No,No,No
151,No,No,No,Yes,No,No
152,No,No,No,No,No,Yes
153,No,No,No,Yes,No,No
154,No,No,No,No,No,No
155,No,No,No,Yes,No,No
156,No,No,No,No,No,Yes
157,No,No,No,No,No,Yes
158,No,No,No,No,No,Yes
159,No,No,No,No,No,Yes
160,No,No,No,No,No,No
161,No,No,No,No,No,No
162,No,No,No,No,No,No
163,No,No,No,Yes,No,No
164,No,No,No,No,No,Yes
165,No,No,No,Yes,No,No
166,No,No,No,No,No,Yes
167,No,No,No,No,Yes,No
168,No,No,No,No,No,No
169,No,No,No,Yes,No,No
170,No,No,No,Yes,No,No
171,No,No,No,Yes,No,No
172,No,No,No,No,No,No
173,No,No,No,Yes,No,No
174,No,No,No,No,No,No
175,No,No,No,No,No,Yes
176,No,No,No,Yes,No,No
177,No,No,No,Yes,Yes,No
178,No,No,No,No,No,No
179,No,No,No,No,No,No
180,No,No,No,No,No,Yes
181,No,No,No,No,No,No
182,No,No,No,No,No,Yes
183,No,No,No,Yes,No,No
184,No,No,No,No,No,Yes
185,No,No,No,No,Yes,No
186,No,No,No,No,No,No
187,No,No,No,No,No,No
188,No,No,No,Yes,No,No
190,No,No,No,No,No,No
191,No,No,No,No,No,No
192,No,No,No,No,No,Yes
193,No,No,No,No,No,No
194,No,No,No,No,No,No
195,No,No,No,No,No,No
196,No,No,No,No,No,No
197,No,No,No,Yes,No,No
198,No,No,No,No,No,Yes
199,No,No,No,No,No,Yes
200,No,No,No,Yes,No,No
201,No,No,No,Yes,No,No
202,No,No,No,No,No,Yes
203,No,No,No,Yes,No,No
204,No,No,No,No,No,No
205,No,No,No,No,No,No
206,No,No,No,No,No,No
207,No,No,No,No,No,No
208,No,No,No,No,No,No
209,No,No,No,No,No,No
210,No,No,No,No,No,No
211,No,No,No,No,No,No
212,No,No,No,No,No,No
213,No,No,No,No,No,No
214,No,No,No,No,No,No
215,No,No,No,No,No,No
216,No,No,No,No,No,No
217,No,No,No,No,No,Yes
218,No,No,No,No,No,No
219,No,No,No,No,No,No
220,No,No,No,No,No,No
221,No,No,No,No,No,Yes
222,No,No,No,No,No,No
223,No,No,No,No,No,Yes
224,No,No,No,No,No,No
225,No,No,No,No,No,No
226,No,No,No,No,No,No
227,No,No,No,No,No,No
228,No,No,No,No,No,No
229,No,No,No,No,No,Yes
230,No,No,No,No,No,Yes
231,No,No,No,Yes,No,No
232,No,No,No,No,No,Yes
233,No,No,No,No,No,No
234,No,No,No,No,No,Yes
235,No,No,No,No,No,No
236,No,No,No,No,No,No
237,No,No,No,No,No,No
238,No,No,No,No,No,No
239,No,No,No,No,No,No
240,No,No,No,No,No,No
241,No,No,No,No,No,No
242,No,No,No,No,No,No
243,No,No,No,No,No,No
244,No,No,No,No,No,Yes
245,No,No,No,No,No,No
246,No,No,No,Yes,No,No
247,No,No,No,No,No,No
248,No,No,No,No,No,Yes
250,No,No,No,No,No,No
251,No,No,No,No,No,No
252,No,No,No,No,No,No
253,No,No,No,No,No,No
254,No,No,No,Yes,No,No
255,No,No,No,No,No,No
256,No,No,No,No,No,Yes
257,No,No,No,No,No,Yes
258,No,No,No,No,No,No
259,No,No,No,No,No,Yes
260,No,No,No,No,No,No
261,No,No,No,No,No,Yes
262,No,No,No,No,No,No
263,No,No,No,No,No,Yes
264,No,No,No,No,No,Yes
265,No,No,No,Yes,No,No
266,No,No,No,No,No,Yes
267,No,No,No,No,No,No
268,No,No,No,No,No,No
269,No,No,No,No,No,No
270,No,No,No,No,No,No
271,No,No,No,No,No,Yes
272,No,No,No,No,No,No
273,No,No,No,No,No,No
274,No,No,No,No,Yes,No
275,No,No,No,No,No,No
276,No,No,No,No,No,No
277,No,No,No,No,Yes,No
278,No,No,No,No,No,No
279,No,No,No,No,No,Yes
280,No,No,No,No,Yes,No
281,No,No,No,No,No,Yes
282,No,No,No,No,No,No
283,No,No,No,No,No,No
284,No,No,No,No,Yes,No
285,No,No,No,No,No,No
286,No,No,No,No,No,No
287,No,No,No,No,No,No
288,No,No,No,No,No,No
289,No,No,No,No,No,No
290,No,No,No,No,No,No
291,No,No,No,Yes,No,No
292,No,No,No,No,No,No
293,No,No,No,No,No,Yes
294,No,No,No,No,No,No
296,No,No,No,No,No,No
297,No,No,No,Yes,Yes,No
298,No,No,No,No,No,No
299,No,No,No,No,No,No
300,No,No,No,No,No,No
301,No,No,No,No,Yes,No
302,No,No,No,No,No,No
303,No,No,No,No,No,Yes
304,No,No,No,No,No,Yes
305,No,No,No,No,No,No
306,No,No,No,No,No,No
307,No,No,No,Yes,No,No
308,No,No,No,No,No,No
309,No,No,No,No,No,No
310,No,No,No,No,No,No
311,No,No,No,No,No,No
312,No,No,No,No,No,No
313,No,No,No,No,No,No
314,No,No,No,No,No,Yes
315,No,No,No,No,No,Yes
316,No,No,No,No,Yes,No
317,No,No,No,No,No,No
318,No,No,No,Yes,Yes,No
319,No,No,No,No,Yes,No
320,No,No,No,No,No,No
321,No,No,No,No,Yes,No
322,No,No,No,No,No,No
323,No,No,No,No,No,No
324,No,No,No,No,No,No
325,No,No,No,No,Yes,No
326,No,No,No,Yes,No,No
327,No,No,No,No,Yes,No
329,No,No,No,No,No,No
330,No,No,No,No,No,Yes
331,No,No,No,No,No,No
332,No,No,No,Yes,No,No
333,No,No,No,Yes,No,No
334,No,No,No,No,No,No
335,No,No,No,No,No,Yes
336,No,No,No,No,No,No
337,No,No,No,No,No,No
338,No,No,No,No,No,Yes
340,No,No,No,No,No,No
341,No,No,No,No,No,Yes
342,No,No,No,No,No,Yes
343,No,No,No,Yes,No,No
344,No,No,No,No,No,No
345,No,No,No,No,Yes,No
346,No,No,No,No,No,No
347,No,No,No,No,No,Yes
348,No,No,No,No,Yes,No
349,No,No,No,No,No,No
350,No,No,No,No,No,No
351,No,No,No,No,No,No
352,No,No,No,No,No,No
353,No,No,No,Yes,No,No
354,No,No,No,No,No,Yes
355,No,No,No,No,No,Yes
356,No,No,No,No,No,Yes
357,No,No,No,No,No,Yes
358,No,No,No,No,No,Yes
359,No,No,No,No,No,No
360,No,No,No,No,No,No
361,No,No,No,No,No,No
362,No,No,No,No,No,No
363,No,No,No,No,No,No
