Pno,Confound,Other,GuiltMoreLikely,GuiltLessLikely,NoInformation_Evidence,InnocentUntilProvenGuilty
132,No,No,No,No,No,No
133,No,Yes,No,No,No,No
134,No,No,No,No,No,No
135,No,No,No,No,No,No
136,No,No,No,No,No,No
137,No,Yes,No,No,No,No
138,No,No,No,No,No,No
139,No,No,No,No,No,No
140,No,Yes,No,No,No,Yes
141,No,Yes,No,No,No,Yes
142,No,Yes,No,No,No,Yes
143,No,No,No,No,No,No
144,No,Yes,No,No,No,Yes
145,No,Yes,No,No,No,Yes
146,No,No,No,No,No,No
147,No,No,No,No,No,No
148,No,No,No,No,No,No
149,No,No,No,No,No,No
150,No,No,No,No,No,No
151,No,Yes,No,No,No,Yes
152,No,Yes,No,No,No,No
153,No,Yes,No,No,No,Yes
154,No,No,No,No,No,No
155,No,Yes,No,No,No,Yes
156,No,Yes,No,No,No,No
157,No,Yes,No,No,No,No
158,No,Yes,No,No,No,No
159,No,Yes,No,No,No,No
160,No,No,No,No,No,No
161,No,No,No,No,No,No
162,No,No,No,No,No,No
163,No,Yes,No,No,No,Yes
164,No,Yes,No,No,No,No
165,No,Yes,No,No,No,Yes
166,No,Yes,No,No,No,No
167,Yes,No,No,No,No,No
168,No,No,No,No,No,No
169,No,Yes,No,No,No,Yes
170,No,Yes,No,No,No,Yes
171,No,No,No,No,No,Yes
172,No,No,No,No,No,No
173,No,Yes,No,No,No,Yes
174,No,No,No,No,No,No
175,No,Yes,No,No,No,No
176,No,No,No,No,No,Yes
177,Yes,No,No,No,No,Yes
178,No,No,No,No,No,No
179,No,No,No,No,No,No
180,No,Yes,No,No,No,No
181,No,No,No,No,No,No
182,No,Yes,No,No,No,No
183,No,No,No,No,No,Yes
184,No,Yes,No,No,No,No
185,Yes,No,No,No,No,No
186,No,No,No,No,No,No
187,No,No,No,No,No,No
188,No,Yes,No,No,No,Yes
190,No,No,No,No,No,No
191,No,No,No,No,No,No
192,No,Yes,No,No,No,No
193,No,No,No,No,No,No
194,No,No,No,No,No,No
195,No,No,No,No,No,No
196,No,No,No,No,No,No
197,No,No,No,No,No,Yes
198,No,Yes,No,No,No,No
199,No,Yes,No,No,No,No
200,No,Yes,No,No,No,Yes
201,No,Yes,No,No,No,Yes
202,No,Yes,No,No,No,No
203,No,No,No,No,No,Yes
204,No,No,No,No,No,No
205,No,No,No,No,No,No
206,No,No,No,No,No,No
207,No,No,No,No,No,No
208,No,No,No,No,No,No
209,No,No,No,No,No,No
210,No,No,No,No,No,No
211,No,No,No,No,No,No
212,No,No,No,No,No,No
213,No,No,No,No,No,No
214,No,No,No,No,No,No
215,No,No,No,No,No,No
216,No,No,No,No,No,No
217,No,Yes,No,No,No,No
218,No,No,No,No,No,No
219,No,No,No,No,No,No
220,No,No,No,No,No,No
221,No,Yes,No,No,No,No
222,No,No,No,No,No,No
223,No,Yes,No,No,No,No
224,No,No,No,No,No,No
225,No,No,No,No,No,No
226,No,No,No,No,No,No
227,No,No,No,No,No,No
228,No,No,No,No,No,No
229,No,Yes,No,No,No,No
230,No,Yes,No,No,No,No
231,No,No,No,No,No,Yes
232,No,Yes,No,No,No,No
233,No,No,No,No,No,No
234,No,Yes,No,No,No,No
235,No,No,No,No,No,No
236,No,No,No,No,No,No
237,No,No,No,No,No,No
238,No,No,No,No,No,No
239,No,No,No,No,No,No
240,No,No,No,No,No,No
241,No,No,No,No,No,No
242,No,No,No,No,No,No
243,No,No,No,No,No,No
244,No,Yes,No,No,No,No
245,No,No,No,No,No,No
246,No,Yes,No,No,No,Yes
247,No,No,No,No,No,No
248,No,Yes,No,No,No,No
250,No,No,No,No,No,No
251,No,No,No,No,No,No
252,No,No,No,No,No,No
253,No,No,No,No,No,No
254,No,No,No,No,No,Yes
255,No,No,No,No,No,No
256,No,Yes,No,No,No,No
257,No,Yes,No,No,No,No
258,No,No,No,No,No,No
259,No,Yes,No,No,No,No
260,No,No,No,No,No,No
261,No,Yes,No,No,No,No
262,No,No,No,No,No,No
263,No,Yes,No,No,No,No
264,No,Yes,No,No,No,No
265,No,No,No,No,No,Yes
266,No,Yes,No,No,No,No
267,No,No,No,No,No,No
268,No,No,No,No,No,No
269,No,No,No,No,No,No
270,No,No,No,No,No,No
271,No,Yes,No,No,No,No
272,No,No,No,No,No,No
273,No,No,No,No,No,No
274,Yes,No,No,No,No,No
275,No,No,No,No,No,No
276,No,No,No,No,No,No
277,Yes,No,No,No,No,No
278,No,No,No,No,No,No
279,No,Yes,No,No,No,No
280,Yes,No,No,No,No,No
281,No,Yes,No,No,No,No
282,No,No,No,No,No,No
283,No,No,No,No,No,No
284,Yes,No,No,No,No,No
285,No,No,No,No,No,No
286,No,No,No,No,No,No
287,No,No,No,No,No,No
288,No,No,No,No,No,No
289,No,No,No,No,No,No
290,No,No,No,No,No,No
291,No,No,No,No,No,Yes
292,No,No,No,No,No,No
293,No,Yes,No,No,No,No
294,No,No,No,No,No,No
296,No,No,No,No,No,No
297,Yes,No,No,No,No,Yes
298,No,No,No,No,No,No
299,No,No,No,No,No,No
300,No,No,No,No,No,No
301,Yes,No,No,No,No,No
302,No,No,No,No,No,No
303,No,Yes,No,No,No,No
304,No,Yes,No,No,No,No
305,No,No,No,No,No,No
306,No,No,No,No,No,No
307,No,Yes,No,No,No,Yes
308,No,No,No,No,No,No
309,No,No,No,No,No,No
310,No,No,No,No,No,No
311,No,No,No,No,No,No
312,No,No,No,No,No,No
313,No,No,No,No,No,No
314,No,Yes,No,No,No,No
315,No,Yes,No,No,No,No
316,Yes,No,No,No,No,No
317,No,No,No,No,No,No
318,Yes,No,No,No,No,Yes
319,Yes,No,No,No,No,No
320,No,No,No,No,No,No
321,Yes,No,No,No,No,No
322,No,No,No,No,No,No
323,No,No,No,No,No,No
324,No,No,No,No,No,No
325,Yes,No,No,No,No,No
326,No,No,No,No,No,Yes
327,Yes,No,No,No,No,No
329,No,No,No,No,No,No
330,No,Yes,No,No,No,No
331,No,No,No,No,No,No
332,No,Yes,No,No,No,Yes
333,No,No,No,No,No,Yes
334,No,No,No,No,No,No
335,No,Yes,No,No,No,No
336,No,No,No,No,No,No
337,No,No,No,No,No,No
338,No,Yes,No,No,No,No
340,No,No,No,No,No,No
341,No,Yes,No,No,No,No
342,No,Yes,No,No,No,No
343,No,Yes,No,No,No,Yes
344,No,No,No,No,No,No
345,Yes,No,No,No,No,No
346,No,No,No,No,No,No
347,No,Yes,No,No,No,No
348,Yes,No,No,No,No,No
349,No,No,No,No,No,No
350,No,No,No,No,No,No
351,No,No,No,No,No,No
352,No,No,No,No,No,No
353,No,Yes,No,No,No,Yes
354,No,Yes,No,No,No,No
355,No,Yes,No,No,No,No
356,No,Yes,No,No,No,No
357,No,Yes,No,No,No,No
358,No,Yes,No,No,No,No
359,No,No,No,No,No,No
360,No,No,No,No,No,No
361,No,No,No,No,No,No
362,No,No,No,No,No,No
363,No,No,No,No,No,No
