Pno,Confound,Other,GuiltMoreLikely,GuiltLessLikely,NoInformation_Evidence,InnocentUntilProvenGuilty
164,No,No,No,No,No,No
165,No,No,Yes,No,No,No
166,No,No,Yes,No,No,No
167,No,No,No,No,No,No
168,No,No,Yes,No,No,No
169,No,Yes,No,No,No,No
170,No,No,No,No,No,No
171,No,Yes,No,No,No,Yes
172,No,No,No,No,No,No
173,No,No,No,No,No,No
174,Yes,No,Yes,No,No,No
175,No,No,No,No,No,No
176,Yes,No,Yes,No,No,No
177,No,No,No,No,No,No
178,No,No,No,No,No,No
179,No,No,No,No,No,No
180,No,No,No,No,Yes,Yes
181,No,No,No,No,No,No
182,No,No,Yes,No,No,No
183,No,Yes,No,No,No,No
184,No,No,No,No,No,No
185,No,No,No,No,No,Yes
186,No,No,No,No,No,No
187,No,No,No,No,No,No
188,No,No,No,No,No,No
190,No,No,No,No,No,Yes
191,No,No,No,No,No,No
192,No,Yes,No,No,No,Yes
193,No,No,No,No,No,No
194,No,Yes,No,No,No,No
195,No,Yes,No,No,No,No
196,No,No,No,No,No,No
197,No,No,No,No,No,No
198,No,No,No,No,No,No
199,No,No,No,No,Yes,No
200,No,No,No,No,No,No
201,No,No,No,No,No,No
202,No,No,No,No,No,No
203,No,No,No,No,No,Yes
204,No,No,No,No,No,No
205,No,No,No,No,No,Yes
206,No,No,No,No,No,Yes
207,No,No,No,No,Yes,No
208,No,No,No,No,Yes,Yes
209,No,No,No,No,Yes,No
210,No,No,No,No,No,Yes
211,No,Yes,No,No,No,No
212,No,No,No,No,No,No
213,No,No,No,No,Yes,No
214,No,No,No,No,Yes,No
215,No,No,No,No,No,No
216,No,No,No,No,Yes,Yes
217,No,Yes,No,No,No,No
218,No,No,No,No,Yes,No
219,No,Yes,No,No,No,No
220,No,No,No,No,No,Yes
221,No,No,No,No,No,Yes
222,No,No,No,No,No,No
223,No,No,No,No,Yes,No
224,No,Yes,No,No,No,No
225,No,Yes,No,No,No,No
226,No,No,No,No,Yes,No
227,No,No,No,No,No,Yes
228,No,No,No,No,Yes,Yes
229,No,No,No,No,No,No
230,No,No,No,No,Yes,No
231,Yes,No,Yes,No,No,No
232,No,No,No,No,No,No
233,No,No,No,No,No,No
234,No,No,No,No,Yes,No
235,No,No,No,No,Yes,No
236,No,No,No,No,Yes,Yes
237,No,No,No,No,Yes,No
238,No,No,No,No,No,No
239,No,No,No,No,No,Yes
240,No,Yes,No,No,No,No
241,No,Yes,No,No,No,No
242,No,No,No,No,No,No
243,No,No,No,No,No,No
244,No,Yes,No,No,No,No
245,No,No,No,No,No,Yes
246,No,No,No,No,No,No
247,No,No,No,No,Yes,No
248,No,Yes,No,No,No,No
250,No,No,No,No,No,No
251,No,No,No,No,No,Yes
252,No,No,No,No,No,No
253,No,No,No,No,No,No
254,No,No,No,No,No,No
255,No,No,No,No,No,Yes
256,No,Yes,No,No,No,No
257,No,No,No,No,No,No
258,No,Yes,No,No,No,No
259,No,No,No,No,No,No
260,No,No,No,No,Yes,No
261,No,No,No,No,No,No
262,No,Yes,No,No,No,No
263,No,No,No,No,No,No
264,No,No,No,No,No,No
265,No,Yes,No,No,No,No
266,No,No,No,No,No,No
267,No,No,No,No,No,No
268,No,No,No,No,No,No
269,No,No,No,No,No,No
270,No,No,No,No,No,Yes
271,No,No,No,No,Yes,No
272,No,No,No,No,Yes,Yes
273,No,No,No,No,No,No
274,No,No,No,No,Yes,Yes
275,No,No,No,No,No,Yes
276,No,No,No,No,No,Yes
277,No,No,No,No,Yes,No
278,No,No,No,No,No,Yes
279,No,No,No,No,No,No
280,No,No,No,No,No,Yes
281,No,No,No,No,Yes,No
282,No,No,No,No,No,No
283,No,No,No,No,Yes,No
284,No,Yes,No,No,No,No
285,No,No,No,No,Yes,No
286,No,No,No,No,Yes,Yes
287,No,No,No,No,No,No
288,No,No,No,No,Yes,Yes
289,No,No,No,No,No,No
290,No,Yes,No,No,Yes,No
291,No,No,No,No,No,No
292,No,No,No,No,Yes,No
293,No,No,No,No,Yes,No
294,No,No,No,No,Yes,No
296,No,No,No,No,Yes,Yes
297,No,No,No,No,No,Yes
298,No,No,No,No,No,No
299,No,Yes,No,No,No,No
300,No,No,No,No,No,No
301,No,No,No,No,No,Yes
302,No,No,No,No,No,No
303,No,No,No,No,No,No
304,No,No,No,No,No,No
305,No,Yes,No,No,No,No
306,No,No,No,No,Yes,No
307,No,No,No,No,Yes,Yes
308,No,No,No,No,Yes,Yes
309,No,Yes,No,No,No,No
310,No,Yes,No,No,No,No
311,No,No,No,No,Yes,Yes
312,No,Yes,No,No,No,No
313,No,No,No,No,Yes,Yes
314,No,No,No,No,Yes,No
315,No,No,No,No,Yes,Yes
316,No,No,No,No,No,No
317,No,No,No,No,No,No
318,No,No,No,No,No,No
319,No,No,No,No,No,No
320,No,No,No,No,No,No
321,No,No,No,No,No,No
322,No,No,No,No,No,No
323,No,Yes,No,No,Yes,No
324,No,No,No,No,No,No
325,No,Yes,No,No,No,No
326,No,No,No,No,No,Yes
327,No,No,No,No,No,No
329,No,No,No,No,No,No
330,No,No,No,No,No,No
331,No,No,No,No,No,No
332,No,No,No,No,No,No
333,No,Yes,No,No,No,No
334,No,Yes,No,No,No,No
335,No,No,No,No,No,No
336,No,No,No,No,No,No
337,No,Yes,No,No,No,No
338,No,No,No,No,Yes,No
340,No,No,No,No,Yes,No
341,No,No,No,No,No,No
342,No,No,No,No,No,No
343,No,Yes,No,No,No,No
344,No,No,No,No,No,No
345,No,No,Yes,No,No,No
346,No,No,No,No,No,No
347,No,No,No,No,No,No
348,No,No,Yes,No,No,No
349,No,No,No,No,No,No
350,No,No,No,No,No,No
351,No,No,No,No,No,Yes
352,No,No,No,No,No,No
353,No,Yes,No,No,No,No
354,No,Yes,No,No,No,No
355,No,No,No,No,No,No
356,No,No,Yes,No,No,No
357,No,No,No,No,No,No
358,No,No,No,No,No,No
359,No,No,No,No,No,Yes
360,No,No,No,No,No,No
361,No,No,No,No,No,No
362,No,No,Yes,No,No,No
363,No,No,No,No,No,No
,No,No,No,No,No,No
,No,No,No,No,No,No
