Pno,GuiltMoreLikely,GuiltLessLikely,NoInformation_Evidence,InnocentUntilProvenGuilty,Confound,Other
209,No,No,Yes,No,No,No
210,No,No,Yes,No,No,No
211,No,No,Yes,No,No,Yes
212,No,No,No,No,No,No
213,No,No,Yes,No,No,No
214,No,No,Yes,No,No,No
215,No,No,No,No,No,No
216,No,No,Yes,No,No,No
217,No,No,No,No,No,Yes
218,No,No,Yes,No,No,No
219,No,No,No,No,No,No
220,No,No,No,Yes,No,No
221,No,No,Yes,No,No,Yes
222,No,No,No,No,No,No
223,No,No,Yes,No,No,No
224,No,No,Yes,No,No,Yes
225,No,No,Yes,No,No,Yes
226,No,No,Yes,No,No,No
227,No,No,Yes,No,No,No
228,No,No,Yes,No,No,No
229,No,No,Yes,No,No,No
230,No,No,Yes,No,No,No
231,No,No,No,No,No,No
232,No,No,No,No,No,No
233,No,No,No,No,No,No
234,No,No,Yes,No,No,No
235,No,No,Yes,No,No,No
236,No,No,Yes,Yes,No,No
237,No,No,Yes,No,No,No
238,No,No,No,No,No,No
239,No,No,Yes,No,No,No
240,No,No,Yes,No,No,No
241,No,No,No,No,No,Yes
242,No,No,Yes,No,No,No
243,No,No,No,No,No,No
244,No,No,No,No,No,Yes
245,No,No,No,No,No,No
246,No,No,No,No,No,No
247,Yes,No,No,No,No,No
248,Yes,No,No,No,No,No
250,No,No,No,No,No,No
251,No,No,No,No,No,No
252,No,No,No,No,No,No
253,Yes,No,No,No,No,No
254,No,No,No,No,No,No
255,No,No,No,No,No,No
256,No,No,No,No,No,No
257,No,Yes,No,No,No,No
258,No,No,No,No,No,No
259,No,No,No,No,No,No
260,No,No,Yes,No,No,No
261,No,No,No,No,No,No
262,No,No,Yes,No,No,No
263,Yes,No,No,No,No,No
264,No,No,No,No,No,No
265,No,No,No,No,No,No
266,No,No,No,No,No,No
267,No,No,No,No,No,No
268,No,No,No,No,No,No
269,No,No,Yes,No,No,No
270,No,No,No,Yes,No,No
271,No,No,Yes,No,No,Yes
272,No,No,Yes,No,No,No
273,No,No,No,No,No,No
274,No,No,Yes,Yes,No,No
275,Yes,No,No,No,No,No
276,No,No,No,Yes,No,No
277,No,No,Yes,No,No,No
278,No,No,No,No,No,No
279,No,No,No,No,No,No
280,No,No,No,Yes,No,No
281,No,No,Yes,No,No,No
282,No,No,No,No,No,No
283,No,No,Yes,No,No,No
284,No,No,No,No,No,No
285,No,No,No,No,No,No
286,No,No,Yes,No,No,No
287,No,No,No,No,No,No
288,No,No,Yes,No,No,No
289,No,No,No,No,No,No
290,No,No,Yes,No,No,Yes
291,No,No,Yes,No,No,No
292,No,No,Yes,No,No,No
293,No,No,Yes,No,No,No
294,No,No,Yes,No,No,No
296,No,No,Yes,Yes,No,No
297,No,No,No,No,No,No
298,No,No,Yes,No,No,No
299,No,No,No,No,No,No
300,No,No,No,No,No,No
301,No,No,No,No,No,No
302,No,No,No,No,No,No
303,No,No,No,No,No,No
304,No,No,No,No,No,No
305,No,No,No,No,No,No
306,No,No,Yes,No,No,No
307,No,No,Yes,Yes,No,No
308,No,No,Yes,Yes,No,No
309,No,No,No,Yes,No,No
310,No,No,Yes,No,No,Yes
311,No,No,Yes,Yes,No,No
312,No,No,Yes,No,No,No
313,No,No,Yes,No,No,No
314,No,No,Yes,No,No,No
315,No,No,Yes,No,No,No
316,Yes,No,No,No,No,No
317,Yes,No,No,No,No,No
318,Yes,No,No,No,No,No
319,No,No,No,No,No,No
320,No,No,No,No,No,No
321,No,No,No,No,No,No
322,Yes,No,No,No,No,No
323,No,No,Yes,No,No,No
324,Yes,No,No,No,No,No
325,No,No,No,No,No,No
326,No,No,No,No,No,No
327,No,No,No,No,No,No
329,Yes,No,No,No,No,No
330,Yes,No,No,No,No,No
331,No,No,Yes,No,No,No
332,Yes,No,No,No,No,No
333,No,No,No,No,No,No
334,No,No,No,No,No,No
335,No,No,No,No,No,No
336,No,No,No,No,No,Yes
337,No,No,No,No,No,No
338,No,No,Yes,No,No,No
340,No,No,Yes,No,No,No
341,No,No,No,No,No,No
342,No,No,No,No,No,No
343,No,No,No,No,No,No
344,No,No,No,No,No,Yes
345,Yes,No,No,No,No,No
346,No,No,No,No,No,No
347,Yes,No,No,No,No,No
348,Yes,No,No,No,No,No
349,No,No,No,No,No,No
350,No,No,No,No,No,No
351,No,No,No,No,No,No
352,No,No,No,No,No,No
353,Yes,No,No,No,No,No
354,No,No,No,No,No,No
355,No,No,No,No,No,No
356,Yes,No,No,No,No,No
357,No,No,No,No,No,No
358,Yes,No,No,No,No,No
359,No,No,No,Yes,No,No
360,Yes,No,No,No,No,No
361,Yes,No,No,No,No,No
362,No,No,No,No,No,No
363,Yes,No,No,No,No,No
,No,No,No,No,No,Yes
,No,No,No,No,No,Yes
